공모전명,포스터,주최,주관,접수기간,분야,응모대상,시상내역
2024년 마포청년나루 청년서포터즈 청춘어람 신규단원 모집,/data/poster/2403/510591.png?v=1710291393,마포청년나루,,24.03.11 ~ 24.04.09,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","수료증 발급, 회의참석비 外"
지역사회를 변화시키는 시민옹호활동가 모집,/data/poster/2403/510592.jpg?v=1712294812,밀알복지관,밀알복지관,24.03.13 ~ 24.04.28,봉사활동,"일반인, 대학생, 주부 및 영유아","모든 활동 봉사시간 일정(vms),  수료증 발급 外"
2024 글로벌아그로 서포터즈 모집,/data/poster/2403/510593.png?v=1710292880,(주)글로벌아그로,(주)글로벌아그로,24.03.13 ~ 24.03.27,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","활동비 지급(팀당 30만 원), 참여자 전원 수료증 수여"
2024년 마포청년나루 청년 기자단 나루호 신규단원 모집,/data/poster/2403/510594.jpg?v=1710293004,,,24.03.11 ~ 24.04.03,서포터즈·기자단·마케터,"일반인, 대학생","수료증 발금, 수상기회 제공, 회의 참석비 外"
2024 서울 열린데이터광장 공공데이터 활용 창업경진대회,/data/poster/2403/510595.jpg?v=1710294217,서울특별시,서울특별시 디지털정책관 빅데이터담당관,24.03.04 ~ 24.05.10,아이디어·창업·네이밍,"일반인, 대학생, 대학원생","대상 2팀 - 아이디어 기획 200만원, 서비스개발 400만원 外"
타카하타 이사오展 서포터즈 모집,/data/poster/2403/510596.jpg?v=1710293575,(주)사야컴퍼니,,24.03.11 ~ 24.04.07,서포터즈·기자단·마케터,제한없음,"전시 무료 관람, 수료증 外"
2024고양국제꽃박람회 꽃 해설사 모집,/data/poster/2403/510597.png?v=1710294990,고양국제꽃박람회,고양국제꽃박람회,24.03.08 ~ 24.04.10,기타(캠프/강연 등),일반인,"활동비(시급 10,870원, 교육수당·주휴수당 별도) 및 식대 지급 外"
다음 항목에 오류가 있습니다.,,,,,,,
제6회 2024 연구개발특구 AI SPARK 챌린지,/data/poster/2403/510599.jpeg?v=1710295301,과학기술정보통신부 / 연구개발특구진흥재단,따뜻한메이커연구소 / AIFrenz / AIFactory,24.02.28 ~ 24.03.25,아이디어·창업·네이밍,제한없음,"상금(총 상금 1600만원, 특전)  外"
주한미국대사관 제3차 민주주의 정상회의 개막식과 글로벌 청년타운홀 참가신청 안내,/data/poster/2403/510600.png?v=1710297280,주한미국대사관,주한미국대사관 공공외교과,24.03.13 ~ 24.03.15,,"대학생, 대학원생",참가자들과의 네트워크 기회 外
2024년 1차 국외 대한민국 임시정부 사적지 탐방 프로그램 참여자 모집,/data/poster/2403/510601.png?v=1710811327,국립대한민국임시정부기념관,(주)대상에듀,24.03.12 ~ 24.04.07,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타 (해외여행에 결격사유가 없는 대한민국인(만 19세~60세 이하, 나이는 공고일 기준))",9박10일 중국 일정 참가비 외 연수비용 전액 지원 外
주한미국대사관 초청장 '외교관과의 대화' 대학생 참여자 모집,/data/poster/2403/510602.jpg?v=1710301184,주한미국대사관,주한미국대사관,24.03.13 ~ 24.03.19,,,"미국 외교관의 강연 및 질의 답변, 상호 교류"
사랑의빵나눔터 12기 대학생 서포터즈 모집,/data/poster/2403/510603.png?v=1710296196,마음이예쁜사람들,,24.03.04 ~ 24.03.21,서포터즈·기자단·마케터,"대학생, 기타 (대구, 경북 거주 대학생 누구나)","수료증, 표창장, 봉사활동 인증서 外"
New Generation: 통로이미지 사진작가 지원프로젝트 2024,/data/poster/2403/510604.png?v=1710302360,통로이미지(주),통로이미지(주),24.02.20 ~ 24.03.31,아이디어·창업·네이밍,"일반인, 대학생, 대학원생, 고등학생, 주부 및 영유아, 기타 (만 18세 이상의 포토그래퍼)","개인 혹은 팀 단위의 작가 1,000만원 제공 外"
한국청소년재단 X 더시에나그룹 KYF 뮤즈 C.I 공모전,/data/poster/2403/510605.png?v=1710302855,한국청소년재단,월곡청소년센터,24.03.13 ~ 24.03.18,아이디어·창업·네이밍,제한없음,"상금 300,000원"
2024 제2회 알콩달콩 어린이 뮤지컬 대회,/data/poster/2403/510606.png?v=1710296685,도로교통공단,,24.03.04 ~ 24.04.21,디자인·그림·웹툰,초등학생,대상 상금 400만원 및 교육부장관상 外
국제민주주의허브 X 주한에스토니아대사관 라운드테이블 참가자 모집,/data/poster/2403/510607.png?v=1711347037,"국제민주주의허브, 주한에스토니아대사관","국제민주주의허브, 주한에스토니아대사관",24.03.14 ~ 24.04.09,기타(캠프/강연 등),"일반인, 대학생",주한에스토니아대사관 명의 참가인증서 外
스마트 안전진단 비파괴검사 전문가 양성과정,/data/poster/2403/510608.jpg?v=1710302607,한국산업기술협회,산업인력공단,24.03.13 ~ 24.03.31,,"일반인, 기타 (고용보험미가입자)",약 450만원상당의 교육을 무료로 지원
환경재단 2024 바다쓰담 캠페인 지원사업 공모,/data/poster/2403/510609.jpg?v=1710297087,환경재단,,24.03.11 ~ 24.03.31,아이디어·창업·네이밍,제한없음,활동비 지원
다음 항목에 오류가 있습니다.,,,,,,,
클로즈업 라이브 VOL. 12 나를 성장시킨 순간들,/data/poster/2403/510611.jpg?v=1710303277,클로즈업,클로즈업,24.03.12 ~ 24.03.27,,,강연 제공
클라우드 환경에서 개발하는 풀스택 자바 웹 및 앱 과정 수강생 모집,/data/poster/2403/510612.jpg?v=1710303594,더조은컴퓨터아카데미 종로캠퍼스,더조은컴퓨터아카데미 종로캠퍼스,24.03.13 ~ 24.05.26,기타(캠프/강연 등),"일반인, 대학생",국비지원[수강료전액지원]
의왕시 입사지원 서류 맞춤형 취업 코칭 진행  '청년 취업서류 집중캠프',/data/poster/2403/510613.jpg?v=1710303843,의왕시,잡아이디어,24.03.11 ~ 24.03.25,,,1:1 컨설
2024년 하남시 사회적경제 SNS기자단 소이단 4기 모집,/data/poster/2403/510614.png?v=1710307298,하남시,하남시사회적경제지원센터,24.03.14 ~ 24.03.27,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","활동비 지원, 위촉장 및 활동인증서 발급"
은평구립우리장애인복지관 2024년 성장멘토링 멘토 모집,/data/poster/2403/510615.jpg?v=1710307462,"한국장애인재활협회, 우체국공익재단","은평구립우리장애인복지관, 한국장애인재활협회",24.03.13 ~ 24.03.22,봉사활동,"일반인, 대학생, 대학원생","우수멘토멘티 선정, 협회장 상"
천안흥타령춤축제 2024 대학생 서포터즈 흥이나리 13기 모집,/data/poster/2403/510616.jpg?v=1710307538,(재)천안문화재단,-,24.02.26 ~ 24.03.22,서포터즈·기자단·마케터,대학생,활동 우수자  표창 및 1365 자원봉사센터 활동 봉사시간 지급 外
2024 관악아트홀 안내원 모집 공고,/data/poster/2403/510617.jpg?v=1710312743,관악문화재단,관악문화재단,24.03.12 ~ 24.03.25,기타(캠프/강연 등),"일반인, 대학생, 대학원생",-
다음 항목에 오류가 있습니다.,,,,,,,
"""저도 웹툰 제작에 참여하고 저작권자가 되고 싶습니다""",/data/poster/2403/510619.png?v=1710310321,(주)밈비,(주)밈비,24.03.04 ~ 24.04.30,,,연재될 웹툰의 저작권리가 담긴 '콘텐츠 제작 티켓'
2024 로컬 아트 비기너(Local Art Beginner) 최초발표 지원 프로젝트 참여자 모집,/data/poster/2403/510620.jpg?v=1710312937,한국문화예술위원회,꿈꾸는씨어터(주),24.03.13 ~ 24.03.25,"기타(예체능, e스포츠 등)",기타 (29세 이하 대구(경산) 예비예술인(팀)),없음
조인어스코리아 다국어 다문화 그린블루 영상 크리에이터 16기 추가 모집,/data/poster/2403/510621.jpg?v=1710313238,조인어스코리,조인어스코리아,24.03.12 ~ 24.03.26,서포터즈·기자단·마케터,"일반인, 대학생","1365 봉사시간, 수료증 수여 外"
2024년 민간과학문화활동 참여기관 모집 공고,/data/poster/2403/510622.jpg?v=1710313935,부산광역시청,부산과학문화거점센터,24.03.12 ~ 24.04.16,,,"5개 기관(단체) / 총 5,000만원(기관당 1,000만원 내외)"
KISIA 2024 S-개발자 2기 2차 교육생 모집,/data/poster/2403/510623.png?v=1710317350,과학기술정보통신부,한국정보보호산업협회,24.03.13 ~ 24.03.24,,,"과학기술정보통신부 장관상 및 창업지원금 총 5,000만원"
2024년 제15회 겨레얼살리기 전국 고등학생 백일장대회,/data/poster/2403/510624.jpg?v=1710317549,"사단법인 겨레얼살리기국민운동본부, 종로구 공동주최",사단법인 겨레얼살리기국민운동본부,24.05.10 ~ 24.06.16,문학·학술·공학,고등학생,"국무총리상 1점, 문화체육관광부장관상 3점 外"
2024년 제14회 겨레얼살리기 전국 고등학생 토론대회,/data/poster/2403/510625.jpg?v=1710317612,"사단법인 겨레얼살리기국민운동본부, 종로구 공동주최",사단법인 겨레얼살리기국민운동본부,24.04.10 ~ 24.05.15,"기타(예체능, e스포츠 등)",고등학생,"문화체육관광부장관상 1점, 종로구청장상 1점 外"
한국정보보호산업협회 KISIA 대학생 기자단(KSR) 4기 모집,/data/poster/2403/510626.jpg?v=1710317934,한국정보보호산업협회,한국정보보호산업협회,24.03.12 ~ 24.04.05,서포터즈·기자단·마케터,대학생,대학생 기자단 임명장 및 수료증 발급 外
다음 항목에 오류가 있습니다.,,,,,,,
2024년 제14회 전국오월창작가요제 참가곡 모집,/data/poster/2403/510628.png?v=1710318128,사단법인 오월음악,사단법인 오월음악,24.04.01 ~ 24.04.17,"기타(예체능, e스포츠 등)",제한없음,"대상 1,000만원(1팀) 外"
2024년 부산광역시일시청소년쉼터 제16기 아웃리치 봉사단 모집,/data/poster/2403/510629.png?v=1710318843,부산광역시일시청소년쉼터(고정형),부산광역시일시청소년쉼터(고정형),24.03.12 ~ 24.03.25,봉사활동,"일반인, 대학생, 대학원생, 기타","위기청소년 관련 교육 무상 실시 , 자원봉사활동 회당 4시간 인정 外"
2024 상반기 서대문구 SNS 콘텐츠 공모전,/data/poster/2403/510630.jpg?v=1710318751,서대문구청,서대문구청,24.03.08 ~ 24.04.15,사진·영상,제한없음,붙임 참조
"국가철도공단 GTX 개통, 달라질 나의 일상 영상·사연 공모전",/data/poster/2403/510631.jpg?v=1710320373,국가철도공단,,24.03.12 ~ 24.03.20,사진·영상,제한없음,대상 200만원 外
[한독 모터스] B정상토론 댓글 이벤트 (윤순vs 차봤서영) 🎁스벅 커피 케익 세트🎁,/data/poster/2403/510632.jpg?v=1710320915,한독 모터스,한독 모터스,24.03.13 ~ 24.03.20,,,스타벅스 오늘도 달콤하게(ICE) set
업타운 크루 모집 소셜링 콘텐츠 기업,/data/poster/2403/510633.jpg?v=1710373974,행정안전부,(주)업타운,24.03.13 ~ 24.03.24,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타","행정안전부 수료증 지급, 업타운 인턴 기회 外"
에코마이스 서포터즈 1기 모집,/data/poster/2403/510634.png?v=1710373624,에코마이스,에코마이스,24.03.13 ~ 24.03.27,서포터즈·기자단·마케터,제한없음,활동비 지원 外
대전도시재생지원센터 도시재생 서포터즈 모집,/data/poster/2403/510635.jpg?v=1710381688,대전세종연구원(대전도시재생지원센터),대전광역시,24.03.11 ~ 24.03.25,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 기타 (19-39세 청년)","매달 활동비, 수료증, 활동물품 지급"
2024년 국민참여 예산절감 아이디어 공모전,/data/poster/2403/510636.png?v=1710374861,소상공인시장진흥공단,,24.03.11 ~ 24.04.05,아이디어·창업·네이밍,제한없음,최우수상 온누리 상품권 50만원 外
대원미디어 캐릭터 서포터즈 대패프렌즈6기 모집,/data/poster/2403/510637.jpg?v=1710375439,대원미디어,,24.03.01 ~ 24.03.24,서포터즈·기자단·마케터,제한없음,"웰컴키트, 문화상품권 外"
2024 박스레더 x 북경대학교 창업대회,/data/poster/2403/510638.png?v=1710376431,BoxLadder,BoxLadder,24.03.13 ~ 24.03.22,아이디어·창업·네이밍,일반인,총 상금 900만원 및 Entrepreneur 상장 外
2024 관광기업 육성 및 창업지원 모집,/data/poster/2403/510639.jpg?v=1710376208,전라남도,(재)전라남도관광재단,24.03.13 ~ 24.04.12,아이디어·창업·네이밍,"일반인, 기타 (만19세 ~ 55세(’23. 1. 1. 기준), 전라남도 거주자 및 전입 예정자)",창업 교육 지원 外
﻿2024 연제구진로교육지원센터 드림서포터즈 4기 단원 모집,/data/poster/2403/510640.jpg?v=1710376892,연제구진로교육지원센터,,24.03.06 ~ 24.03.30,서포터즈·기자단·마케터,대학생,"봉사시간, 수료증, 직업체험 外"
한국기술사업화협회 2024년 서울시 뉴딜일자리 기술개방형 혁신전문가 양성 채용 연계 과정,/data/poster/2403/510641.jpg?v=1710378551,서울시,한국기술사업화협회,24.03.11 ~ 24.04.16,,"일반인, 기타 (서울시 거주자 신청 가능, 만18~39세 신청 가능)",인턴 연계 및 정규직 취업 연계
2024 서울장미축제 로즈템 공모전,/data/poster/2403/510642.jpg?v=1710377906,중랑문화재단,중랑문화재단,24.03.04 ~ 24.03.29,아이디어·창업·네이밍,제한없음,총 200만원 / 2팀 지원(사후 지급)
그린비 출판사 스피노자 독서단 모집,/data/poster/2403/510643.jpg?v=1710377375,그린비출판사,,24.03.13 ~ 24.03.17,서포터즈·기자단·마케터,제한없음,"도서 증정, 수료증 제공, 우수단원 시상 外"
2024년 직업계고등학교 협약형 특성화고등학교 네이밍 공모전,/data/poster/2403/510644.jpg?v=1710378939,"교육부, 한국장학재단","교육부, 한국장학재단",24.02.23 ~ 24.03.18,아이디어·창업·네이밍,제한없음,1등 300만원 총 700만원
장애인인식개선 그림 그리기 공모전,/data/poster/2403/510645.jpg?v=1710380947,마포구청,마포구청,24.02.28 ~ 24.03.26,디자인·그림·웹툰,"초등학생, 중학생, 기타 (서울특별시 마포구 소재)",우수작품 상장수여
2024년 아동권리옹호 서포터즈 모집,/data/poster/2403/510646.png?v=1711068346,사회복지법인 굿네이버스 서울중남지부 방화2종합사회복지관,사회복지법인 굿네이버스 서울중남지부 방화2종합사회복지관,24.02.26 ~ 24.03.22,서포터즈·기자단·마케터,대학생,"1365 봉사시간 인증, 아동권리옹호 서포터즈 위촉장 外"
대구광역시 대구광역시청년센터 2024년 청년기자단 BudDY 8기 모집,/data/poster/2403/510647.png?v=1710392136,대구광역시,대구광역시청년센터,24.03.04 ~ 24.03.22,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","활동비, 교육지원, 멘토링 外"
해양수산 과학기술 핵심인재 양성사업 사업명 공모전,/data/poster/2403/510648.png?v=1710389098,해양수산과학기술진흥원,해양수산부,24.03.14 ~ 24.03.20,아이디어·창업·네이밍,제한없음,"수상자 총 3명, 상금 총 50만원"
대구관광 SNS 기자단 크리에이터D 4기 모집,/data/poster/2403/510649.jpg?v=1710400583,대구문화예술진흥원,대구문화예술진흥원,24.03.13 ~ 24.03.24,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생, 중학생, 고등학생, 기타 (주부)","활동비, 굿즈, 역량 강화 교육 기회 外"
24년 춘천 독립영화 영상 지원사업 모집공고,/data/poster/2403/510650.png?v=1710392347,춘천시,(재)강원정보문화산업진흥원,24.03.06 ~ 24.04.12,,제한없음,제작비 및 활동비 지원
