대외활동명,포스터,주최,주관,접수기간,분야,응모대상,혜택
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023 박인환상 공모전,/data/poster/2303/494078.jpg?v=1679013620,인제군문화재단,박인환상운영위원회,23.03.13 ~ 23.07.07,문학·학술·공학,제한없음,총 1천만원(분야별 5백만원)
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023년도 관악구 아동권리 모니터단 대학생 멘토 모집,/data/poster/2303/494080.jpg?v=1679013898,굿네이버스 서울동작지부,굿네이버스 서울동작지부,23.03.15 ~ 23.03.30,봉사활동,대학생,"봉사 시간 인증 , 관악구청장 위촉장 수여, 우수 활동자 시상 外"
제21회 안동관광 전국사진 공모전,/data/poster/2303/494081.JPG?v=1679014120,안동시,안동시,23.03.16 ~ 23.08.23,사진·영상,제한없음,안동시장상 및 상금 200만원 外
2023 농식품 분야 해외 인턴십 OASIS 참가자 모집,/data/poster/2303/494082.jpg?v=1679014991,농림축산식품부,농림축산식품부,23.03.06 ~ 23.03.24,체험단·모니터링·인턴십,"일반인, 대학생, 대학원생","월별 활동비, 준비비, 사전교육 外"
제2회 AICE 정기시험,/data/poster/2303/494083.jpg?v=1680481240,"DIGICO KT, 한국경제신문","DIGICO KT, 한국경제신문",23.03.06 ~ 23.04.01,기타(캠프/강연 등),제한없음,"무료특강 : 3.25, 4.1"
HCK2023 고교스트리머 e스포츠 게임대회 (리그 오브 레전드),/data/poster/2303/494084.png?v=1679017569,서울호서예술실용전문학교,유튜브제작계열,23.03.16 ~ 23.05.04,"기타(예체능, e스포츠 등)","고등학생, 기타",우승 : 100만원 + 트로피와 부상 + 본교 입학시 등록금 반액 장학 혜택 外
2023 역량강화 프로그램 PPT 제작 강의 참여자 모집,/data/poster/2303/494085.jpg?v=1679015654,(재)수원도시재단,(재)수원도시재단,23.03.17 ~ 23.04.02,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 고등학생",무료 역량강화 프로그램
고봉민 얼리어먹터 1기 모집,/data/poster/2303/494086.jpg?v=1679016452,고봉민김밥인,고봉민김밥인,23.03.17 ~ 23.03.26,Not found,,고봉민김밥인 공식 서포터즈 1기 모집
UN산업개발기구 통역 자원봉사자 모집,/data/poster/2303/494087.jpg?v=1679019821,UN산업개발기구,UN산업개발기구,23.03.15 ~ 23.03.24,봉사활동,"일반인, 대학생, 대학원생, 기타","UNIDO 통역자원봉사 인증서 및 소정의 기념품, 행사 당일 중식 제공"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
슈퍼레이스 대학생 서포터즈 2기 모집,/data/poster/2303/494089.png?v=1679020026,(주)슈퍼레이스,(주)슈퍼레이스,23.03.17 ~ 23.03.31,서포터즈·기자단·마케터,대학생,"소정의 활동비(이벤트 당 30만 원) , 활동 우수자에게 CJ상품권 추가 증정 예정 外"
창신라이프 시리즈 강의,/data/poster/2303/494090.png?v=1679018306,창신생활상권활성화추진위원회,창신생활상권활성화추진위원회,23.03.17 ~ 23.03.21,Not found,,무료 강의
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
갤럭시 고등 리더 3기 모집,/data/poster/2303/494093.jpg?v=1679019471,삼성전자,삼성전자,23.03.06 ~ 23.03.19,서포터즈·기자단·마케터,고등학생,"갤럭시 제품 체험 기회 (S23 시리즈 or Z 플립4), 활동 지원금 제공"
개인정보보호위원회 대학생 기자단 모집,/data/poster/2303/494094.jpg?v=1679019223,개인정보보호위원회,개인정보보호위원회,23.03.15 ~ 23.03.29,서포터즈·기자단·마케터,대학생,개인정보위 대학생 기자단 활동증명서 발급 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023 영덕군  유튜브 서포터즈 모집,/data/poster/2303/494096.jpg?v=1679025216,영덕군,영덕군,23.03.02 ~ 23.03.22,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생",활동보상기준 : 월 최대 33만원
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
영천시 천하제일 댓글 대회 이벤트,/data/poster/2303/494098.png?v=1679026115,영천시,영천시,23.03.17 ~ 23.03.31,Not found,,스타벅스 기프티콘
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
제 2회 청소년 '기억친구 소문내기' 챌린지 영상공모전,/data/poster/2303/494100.png?v=1679027192,강서구치매안심센터,강서구치매안심센터,23.04.01 ~ 23.07.09,사진·영상,"중학생, 고등학생",상품권 및 상장 수여
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
국립광주박물관 제13기 대학생 서포터즈 모집,/data/poster/2303/494102.jpg?v=1679289005,국립광주박물관,국립광주박물관,23.03.14 ~ 23.03.28,서포터즈·기자단·마케터,대학생,"활동비 지급, 위촉장 및 우수활동자 관장 표창 外"
2023 CJ도너스캠프 대학생봉사단 모집,/data/poster/2303/494103.jpg?v=1679030471,CJ나눔재단,CJ나눔재단,23.03.20 ~ 23.04.17,서포터즈·기자단·마케터,대학생,활동지원금 (교육멘토 200만원 / 서포터즈 180만원)
부산국제연극제 제 20회 Dynamic Street Fringe 단체 모집,/data/poster/2303/494104.png?v=1679030938,부산국제연극제,사무국,23.03.14 ~ 23.04.07,"기타(예체능, e스포츠 등)","일반인, 대학생",1~19회 시상
제5회 일상 속 작은 행복 시민 아이디어 공모전,/data/poster/2303/494105.jpg?v=1679031123,인천광역시,인천광역시,23.03.20 ~ 23.04.10,아이디어·창업·네이밍,제한없음,총 700만 원
(기간연장) 이순신기억하기프로젝트 전국 난중일기 사생대회&백일장 공모,/data/poster/2303/494106.png?v=1681353901,아산시,(재)아산문화재단,23.03.13 ~ 23.04.24,디자인·그림·웹툰,"일반인, 대학생, 대학원생, 초등학생, 중학생, 고등학생","대상 :  1명, 상장 및 상금 50만원 外"
(기간연장) 2023 OWHC-AP 세계유산도시 유스포럼 논문 공모 및 학술대회 참가자 모집,/data/poster/2303/494107.jpg?v=1681363395,"세계유산도시기구 아시아태평양지역사무처, 경주시",(재)신라문화유산연구원,23.04.18 ~ 23.04.24,문학·학술·공학,"대학생, 대학원생, 기타","최우수상 1편 130만원, 경주시장상, 자료집 논문 수록 外"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023 대한민국 영재발굴대전,/data/poster/2303/494109.jpg?v=1679033056,"한국영재발굴재단, 한국미술진흥원",대한민국 영재발굴재단 운영위원회,23.03.01 ~ 23.10.31,디자인·그림·웹툰,"초등학생, 중학생, 고등학생","출품자 전원  온라인전시회 개최, 우수학생, 우수 추천기관 우수 추천인 수상"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
소셜라우더 서포터즈 5기 모집,/data/poster/2303/494112.jpg?v=1679300964,소셜라우더,소셜라우더,23.03.16 ~ 23.03.29,서포터즈·기자단·마케터,기타,"영화 예매권 2매, 활동비 50,000P 外"
서울시 시민참여예산 청년 서포터즈 모집,/data/poster/2303/494113.jpg?v=1679035028,서울특별시,기획조정실 재정담당관,23.03.13 ~ 23.03.29,서포터즈·기자단·마케터,"대학생, 대학원생","활동비, 위촉장, 활동 확인서, 서울시장표창"
클로즈업 ‘외국계 패션 기업 입사를 위한 커리어 플랜’ 라이브 참여 신청,/data/poster/2303/494114.jpg?v=1679035172,클로즈업,클로즈업,23.03.17 ~ 23.04.02,기타(캠프/강연 등),"일반인, 대학생, 대학원생",멘토와 질의 응답 및 인사이트
제11회 NEAR 청소년 그림 공모전,/data/poster/2303/494115.png?v=1679035896,동북아시아지역자치단체연합(NEAR)사무국,동북아시아지역자치단체연합(NEAR)사무국,23.03.17 ~ 23.09.27,디자인·그림·웹툰,"중학생, 고등학생","최우수(1명), 우수상(10명), 장려상(20명), 입선(170명)"
﻿남양유업 임신육아교실 40주년 기념 추억 공모전,/data/poster/2303/494116.jpg?v=1679034167,남양유업,남양유업,23.03.16 ~ 23.03.31,사진·영상,일반인,신세계 백화점 50만원 상품 外
한국표준협회 충북 풀스택 개발자 온라인 부트캠프 과정,/data/poster/2303/494117.jpg?v=1681355904,과학기술정보통신부,한국표준협회,23.02.24 ~ 23.05.09,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 기타","교육비 무료 및 교재발송, 수료증 발급, 취업연계 프로그램 운영"
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
제3기 부산 중구 SNS 서포터즈 중구르미 모집,/data/poster/2303/494119.png?v=1679272018,부산 중구,부산 중구,23.03.15 ~ 23.04.10,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생",1인당 연간(12개월) 최대 96만원 外
﻿2023 공공조달 현장애로 규제발굴 공모전,/data/poster/2303/494120.jpg?v=1679034861,조달청,조달청,23.03.16 ~ 23.04.14,아이디어·창업·네이밍,일반인,최우수 (100만원) 外
2023년도 희망중구 정책아이디어 공모,/data/poster/2303/494121.jpg?v=1679035080,대구광역시 중구,대구광역시 중구,23.03.02 ~ 23.03.31,아이디어·창업·네이밍,제한없음,최우수 2명(각 100만원) 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023 채용전환형 구글 클라우드 엔지니어(GCP) 교육생 모집,/data/poster/2303/494123.png?v=1679039226,메가존소프트(주),메가존소프트(주),23.02.27 ~ 23.03.31,기타(캠프/강연 등),일반인,교육 수료 후 평가에 따라 메가존 그룹사 입사 기회 제공 外
제6회 다새쓰 방정환 문학 공모전,/data/poster/2303/494124.jpg?v=1679279613,(재)한국방정환재단,"(재)한국방정환재단, 밝은미래",23.01.01 ~ 23.05.04,문학·학술·공학,"일반인, 대학생, 대학원생","대상 1,000만원 / 우수상 500만원"
탱크옥션 찾아가는 클래스 '경매·명도·대출 한 번에 배우기',/data/poster/2303/494125.PNG?v=1680767875,(주)탱크옥션,(주)탱크옥션,23.03.20 ~ 23.04.20,기타(캠프/강연 등),제한없음,Welcome Kit 참석자 전원 증정 外
2023년 익산시 영상공모전,/data/poster/2303/494126.jpg?v=1679036967,익산시청,익산시청,23.03.15 ~ 23.04.26,사진·영상,제한없음,"총 시상금 5,000만원 外"
미래유권자 50초 영상 공모전,/data/poster/2303/494127.jpg?v=1679037202,제주특별자치도선거관리위원회,제주특별자치도선거관리위원회,23.03.20 ~ 23.04.21,사진·영상,"중학생, 고등학생",50만원 상당 상품권 外
제19회 중랑신춘문예 공모전,/data/poster/2303/494128.jpg?v=1679037354,중랑구청,중랑구청,23.03.06 ~ 23.06.09,문학·학술·공학,제한없음,상금 70만원 外
다음 항목에 오류가 있습니다.,Not found,Not found,Not found,Not found,Not found,Not found,Not found
2023 소비자 피해 예방 콘텐츠 공모전,/data/poster/2303/494130.jpg?v=1679040160,(사)한국소비자교육지원센터,(사)한국소비자교육지원센터,23.05.17 ~ 23.05.30,사진·영상,"대학생, 대학원생","총 상금 1,000만원"
한국농수산식품유통공사 2023년 학교급식 안전지킴이 모집,/data/poster/2303/494131.PNG?v=1679040517,한국농수산식품유통공사,한국농수산식품유통공사,23.03.17 ~ 23.03.29,체험단·모니터링·인턴십,대학생,학교급식 식재료 공급업체 점검에 따른 소정의 활동비 제공 外
인천공항 SNS 서포터즈 3기 모집,/data/poster/2303/494132.png?v=1679270663,인천국제공항,인천국제공항,23.03.17 ~ 23.03.31,서포터즈·기자단·마케터,"대학생, 대학원생","활동비 지급, 우수자 시상, 멘토링, 워크샵, 캠페인 참여 기회 外"
체육시설특화 모니터링단 시민리포터 모집,/data/poster/2303/494133.jpg?v=1679040406,세종시설관리공단,세종시설관리공단,23.03.13 ~ 23.04.06,서포터즈·기자단·마케터,제한없음,"모니터링 해당 강습 프로그램 무료 제공, 공단 이사장 명의 위촉장 수여"
2023년 청년층 자살예방을 위한 사업 공모,/data/poster/2303/494134.jpg?v=1679040600,강원도자살예방센터,강원도자살예방센터,23.03.20 ~ 23.05.31,아이디어·창업·네이밍,"일반인, 대학생, 대학원생",대상 200만원 外
함안군 민간기록물 수집 공모전,/data/poster/2303/494135.jpg?v=1679040746,함안군청,함안군청,23.03.13 ~ 23.05.19,문학·학술·공학,제한없음,상금 100만원 및 함안군수상 外
충청권 AI 교육생 모집,/data/poster/2303/494136.jpg?v=1679040902,청주대학교 산학협력단,청주대학교 산학협력단 AI융합교육사업단,23.03.06 ~ 23.04.06,기타(캠프/강연 등),"일반인, 대학생, 대학원생",매주 출석 우수자 기프티콘 제공 外
제로베이스 제 1회 미니 코딩테스트 대회,/data/poster/2303/494137.png?v=1679042943,주식회사 데이원컴퍼니,주식회사 데이원컴퍼니,23.03.16 ~ 23.03.27,"기타(예체능, e스포츠 등)","일반인, 대학생, 대학원생","에어팟 맥스(1명), 최고급 기계식 키보드 + 마우스(1명) 外"
제 4회 대한민국 기독교 캘리그라피 공모전,/data/poster/2303/494138.jpg?v=1679041144,지로드코리아,지로드코리아,23.03.15 ~ 23.05.31,디자인·그림·웹툰,기타,금상 50만원 外
제8회 전국 감사편지 공모전,/data/poster/2303/494139.jpg?v=1679041300,초록우산 어린이재단,초록우산 어린이재단,23.03.15 ~ 23.06.30,문학·학술·공학,"초등학생, 중학생, 고등학생",교육부 장관상 50만원 外
롯데손해보험 소비자 패널 모집,/data/poster/2303/494140.jpg?v=1679528418,롯데손해보험,롯데손해보험,23.03.20 ~ 23.03.26,서포터즈·기자단·마케터,제한없음,"기본 활동비 상품권 60만원, 최종 최우수패널 1명 상품권 50만원 外"
2023 창비 진로 토크 콘서트 ‘발견의 첫걸음’,/data/poster/2303/494141.png?v=1679043218,(주)창비,(주)창비,23.03.17 ~ 23.05.31,기타(캠프/강연 등),"대학생, 중학생, 고등학생","참가비 2인 참석 티켓 : 10,000원"
2023 국제 청소년 미술공모전,/data/poster/2303/494142.png?v=1679043402,사단법인 케이아트국제교류협회,2023국제청소년미술공모전 운영위원회,23.05.08 ~ 23.05.19,디자인·그림·웹툰,"중학생, 고등학생",해외연수 및 미술 강좌 프로그램 우선 참여 기회 제공 外
